AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,1.6,1.8,0.2,1.3,0.7,0.0
Cash_from_Operations,-0.7,2.9,-1.0,1.4,1.3,-0.5
Diluted_EPS,-0.113,0.01,0.183,0.187,0.145,0.078
Goodwill_Intangibles,7.0,0.4,0.4,0.4,0.4,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-2.9,0.2,4.5,4.0,3.0,1.5
Revenue,14.2,16.3,18.0,14.9,12.9,9.8
Shares_Diluted,25.9978,24.9385,24.4256,21.6001,20.7642,19.5621
Total_Assets,38.6,36.3,34.8,17.7,14.0,7.0
Total_Liabilities,8.7,3.7,3.0,2.4,2.6,1.8
