AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,10.8,6.5,2.9,2.6,1.5,1.6
Cash_from_Operations,-224.4,-147.2,-100.1,-49.6,1.2,-25.1
Diluted_EPS,-3.085,-2.57,-2.011,-1.049,-0.923,-0.66
Goodwill_Intangibles,73.4,74.5,75.6,76.6,77.7,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.2,0.0
Net_Income,-248.7,-187.1,-110.4,-61.9,-48.8,-34.9
Revenue,35.4,29.4,43.0,50.0,20.2,0.0
Shares_Diluted,80.6265,72.8061,54.8741,59.0023,52.9023,52.9023
Total_Assets,811.9,738.0,567.4,220.5,170.6,15.1
Total_Liabilities,126.7,135.4,92.7,68.0,73.9,10.5
