AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,2.4,0.8,0.0,0.1,0.3,1.0,1.3
Cash_from_Operations,-124.8,-71.9,-38.3,-29.5,-19.9,-20.8,-23.5
Diluted_EPS,-0.458,-0.262,-0.394,-1.991,-1.84,-2.462,-1.986
Goodwill_Intangibles,118.4,83.0,10.1,0.0,,,
LT_Debt,3.6,3.6,16.3,0.0,9.0,0.0,6.0
Net_Income,-132.6,-72.4,-41.1,-29.8,-18.5,-23.4,-18.8
Revenue,27.8,18.0,8.5,10.1,12.0,9.5,6.8
Shares_Diluted,289.21,276.782,104.251,14.9779,10.0551,9.4914,9.4914
Total_Assets,307.5,377.1,60.5,30.2,24.8,10.1,14.8
Total_Liabilities,58.1,40.0,25.4,26.6,14.7,17.4,16.6
