AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,,,,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.098,-0.797,-0.001,-0.001,-0.001,0.0,-0.01,-0.006
Goodwill_Intangibles,12.3,,,,,,,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-14.1,-20.5,0.0,0.0,0.0,0.0,-0.1,-0.1
Revenue,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,144.3628,25.6595,12.18,12.18,12.18,12.18,12.18,12.18
Total_Assets,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Total_Liabilities,0.8,0.0,0.1,0.1,0.1,0.1,0.1,0.1
