AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,61.3,110.6,101.3,44.5,7.4,90.6,8.4
Cash_from_Operations,85.2,132.2,102.2,29.1,72.0,64.8,65.3
Diluted_EPS,-1.8,-3.068,-2.618,4.511,0.914,0.728,0.694
Goodwill_Intangibles,2327.5,2589.9,3107.5,3564.1,858.7,843.0,761.1
LT_Debt,1689.9,1697.1,1872.2,1859.4,467.7,448.7,476.9
Net_Income,-242.2,-420.2,-361.4,231.8,36.2,28.4,26.8
Revenue,1060.9,1489.9,1462.6,592.9,464.8,414.5,379.8
Shares_Diluted,134.5707,136.9675,138.0696,51.3929,39.5681,39.0376,38.6641
Total_Assets,3288.8,3643.7,4020.4,4539.2,1076.2,1015.6,926.6
Total_Liabilities,2644.0,2762.2,2686.1,2774.8,655.1,626.6,597.6
