AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,89.4,55.2,63.3,38.1,31.3,28.3,15.1
Cash_from_Operations,245.9,210.0,93.9,106.9,0.7,30.7,15.4
Diluted_EPS,1.631,1.767,0.852,0.464,-0.117,2.393,0.56
Goodwill_Intangibles,482.8,421.9,429.4,422.0,442.6,23.7,32.0
LT_Debt,353.0,354.0,363.9,365.4,416.7,262.6,65.1
Net_Income,109.8,119.7,57.4,30.9,-4.8,94.4,20.2
Revenue,3626.6,3682.4,3366.0,3093.7,1576.7,1311.5,1210.2
Shares_Diluted,67.332,67.748,67.404,66.609,41.26,39.291,38.865
Total_Assets,1906.1,1576.1,1473.3,1395.0,1371.1,588.5,318.5
Total_Liabilities,924.6,701.5,726.5,714.4,742.2,409.4,190.9
