AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,21.1,21.8,29.1,30.3,33.2,32.3,40.7,42.7,40.3
Cash_from_Operations,936.1,811.1,709.5,612.8,404.2,442.4,321.2,305.7,320.4
Diluted_EPS,8.697,7.121,6.59,5.662,3.307,2.702,2.035,2.431,1.8330000000000002
Goodwill_Intangibles,2829.7,1800.8,1824.4,1826.6,1882.5,1903.5,1957.1,1998.5,2408.9
LT_Debt,4161.4,3366.8,3071.9,2575.5,2078.1,2075.2,1579.4,788.4,788.0
Net_Income,726.0,601.8,563.6,507.9,304.0,260.9,223.6,283.7,221.9
Revenue,2043.5,1695.4,1557.8,1434.0,1274.2,1150.7,1075.0,996.7,913.4
Shares_Diluted,83.479,84.517,85.536,89.701,91.914,96.54,109.926,116.706,121.074
Total_Assets,5506.7,4198.6,4204.4,3388.0,3275.7,3082.6,3147.0,2882.5,3136.1
Total_Liabilities,5670.2,4641.9,4281.2,3554.4,2874.7,2765.0,2245.5,1449.7,1571.8
