AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,33.8,35.8,21.8,14.1,8.1
Cash_from_Operations,117.7,-104.9,248.2,3.9,-8.3
Diluted_EPS,0.275,0.639,0.698,0.177,0.223
Goodwill_Intangibles,0.8,1.5,2.3,3.0,4.5
LT_Debt,0.0,0.0,0.0,17.8,11.7
Net_Income,60.7,140.5,154.6,39.2,49.3
Revenue,886.3,1306.2,959.0,486.6,339.8
Shares_Diluted,220.5888,219.7761,221.3661,221.3661,221.3661
Total_Assets,949.6,1006.3,581.4,317.6,241.6
Total_Liabilities,276.9,332.3,352.5,196.5,161.9
