AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.0,1.1,,,,
Cash_from_Operations,-95.4,-76.3,-36.1,-22.6,-4.9,0.0
Diluted_EPS,-1.813,-1.879,-1.062,-0.79,-0.28,-0.005
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-114.4,-98.6,-43.3,-26.8,-9.5,-0.2
Revenue,1.4,,,,0.0,0.0
Shares_Diluted,63.101,52.457,40.747,33.882,33.882,33.882
Total_Assets,135.6,128.5,86.0,61.5,22.4,0.1
Total_Liabilities,24.9,17.4,3.8,1.9,2.3,0.3
