AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,6.3,4.3,2.4,10.2,11.1
Cash_from_Operations,140.3,105.1,-20.2,18.9,0.1
Diluted_EPS,-0.241,-0.63,-1.445,-0.584,-0.314
Goodwill_Intangibles,1809.1,1824.0,1927.7,102.1,
LT_Debt,486.5,490.5,820.9,0.0,0.0
Net_Income,-34.2,-88.7,-200.2,-80.8,-43.5
Revenue,475.2,405.4,302.1,258.5,209.5
Shares_Diluted,141.815,140.741,138.5,138.5,138.5
Total_Assets,2153.5,2133.8,2268.6,367.5,
Total_Liabilities,877.4,859.4,1180.6,221.9,
