AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,16.2,15.9,10.2,19.7,30.5,42.1,30.9
Cash_from_Operations,30.6,64.1,28.2,21.2,24.9,4.8,67.4
Diluted_EPS,-0.698,0.003,0.159,0.308,0.842,-2.843,0.498
Goodwill_Intangibles,41.2,31.3,11.4,1.1,1.2,33.0,33.8
LT_Debt,9.4,227.5,241.3,244.4,315.1,350.6,368.5
Net_Income,-18.6,0.1,4.4,8.0,21.2,-69.0,12.3
Revenue,466.8,443.1,403.0,396.9,424.3,453.8,470.2
Shares_Diluted,26.5969,26.2521,27.4228,26.0747,25.1141,24.2664,24.737
Total_Assets,794.3,261.5,236.7,235.9,303.1,409.8,413.8
Total_Liabilities,882.2,334.4,314.6,321.5,399.3,527.9,457.3
