AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,2.9,6.7,1.1,0.4,1.9
Cash_from_Operations,-58.2,-76.1,-45.2,34.2,-17.0,-14.6
Diluted_EPS,-2.326,-2.465,-0.822,-0.636,-0.615,-0.65
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,4.2,14.2,15.0,0.0,0.0,0.0
Net_Income,-81.6,-84.7,-26.5,-19.8,-19.2,-20.2
Revenue,,14.1,37.0,28.9,0.0,0.0
Shares_Diluted,35.0759,34.3513,32.2532,31.1542,31.1542,31.1542
Total_Assets,121.2,185.4,264.7,223.2,44.5,19.8
Total_Liabilities,52.0,54.5,72.2,55.9,7.9,2.7
