AAII_YR_DATA,02/01/2020,02/02/2019,02/03/2018,01/28/2017,01/30/2016,01/31/2015,02/01/2014
Capital_Expenditures,,,,0.4,0.4,0.5,0.6
Cash_from_Operations,-2.4,-9.9,-4.9,12.1,11.9,10.4,8.6
Diluted_EPS,-21.249,-24.499,-125.059,-25.129,28.548,3448.437,2166.964
Goodwill_Intangibles,71.3,81.0,85.9,122.0,53.2,39.8,40.7
LT_Debt,0.0,53.2,0.0,41.6,15.1,17.8,25.1
Net_Income,-11.5,-11.5,-56.0,-7.9,8.4,9.8,6.1
Revenue,21.0,24.4,29.4,34.0,34.7,35.0,28.6
Shares_Diluted,0.5412,0.471,0.4477,0.3141,0.2954,0.0028,0.0028
Total_Assets,82.9,93.1,103.6,166.0,70.5,58.7,54.1
Total_Liabilities,77.6,78.0,79.5,93.7,28.5,28.8,36.2
