AAII_YR_DATA,12/30/2022,12/31/2021,12/25/2020,12/27/2019,12/28/2018,12/29/2017,12/30/2016,12/25/2015,12/26/2014,12/27/2013
Capital_Expenditures,100.1,59.3,36.4,26.3,26.2,16.1,7.3,10.2,5.3,3.0
Cash_from_Operations,47.2,211.6,97.3,121.0,41.7,48.9,17.6,0.9,30.4,29.9
Diluted_EPS,0.884,2.691,1.888,-0.238,0.94,2.189,0.303,-0.34,0.379,0.359
Goodwill_Intangibles,436.7,515.7,331.6,351.4,343.7,116.8,122.3,137.8,72.7,77.6
LT_Debt,493.0,529.9,261.6,283.4,331.5,39.9,50.9,62.8,38.6,17.4
Net_Income,40.4,119.5,77.6,-9.4,36.6,75.1,10.1,-10.7,11.4,10.4
Revenue,2374.3,2101.6,1398.6,1066.2,1096.5,924.4,562.8,469.1,514.0,444.0
Shares_Diluted,45.7,44.4,41.1,39.5,38.919,34.303,33.15,31.564,29.936,29.037
Total_Assets,1960.9,2025.4,1102.5,1019.3,965.5,563.4,380.7,336.2,296.1,292.5
Total_Liabilities,1073.0,1176.5,569.9,582.6,529.2,263.1,164.6,135.2,107.6,120.6
