AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,0.1,0.0,0.2,1.2,0.4,0.4,0.6,0.2
Cash_from_Operations,-43.6,-66.3,-84.3,-78.7,-64.8,13.8,-31.0,-29.9,-19.2,-11.8
Diluted_EPS,-4.595,-31.16,-26.197,-37.986,-29.849,-16.889,-39.006,-36.181,-4.667,-0.779
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-21.3,-115.1,-90.1,-89.9,-54.6,-27.8,-38.0,-32.6,-21.7,-12.4
Revenue,,9.8,0.0,0.0,22.3,26.0,,,,0.0
Shares_Diluted,4.633,3.6935,3.4407,2.3656,1.8302,1.6476,0.9743,0.9023,4.652,15.8816
Total_Assets,28.7,64.8,125.6,168.8,142.7,192.5,54.8,75.8,104.8,34.8
Total_Liabilities,8.3,15.7,23.2,26.3,16.0,42.1,4.9,4.0,4.4,1.4
