AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,80.6,57.6,42.9,73.6,39.8,29.6,39.1,33.4,7.7,4.2
Cash_from_Operations,158.8,87.1,246.9,129.5,144.6,120.9,125.2,84.5,21.9,49.1
Diluted_EPS,-0.594,-1.121,-3.19,-2.289,-4.958,-1.636,0.196,0.038,-1.368,-0.188
Goodwill_Intangibles,4179.4,3955.5,3514.9,3449.7,3437.1,3405.7,1603.2,1461.5,1353.6,366.5
LT_Debt,2559.0,2878.4,2792.4,2524.7,2420.7,2252.2,1467.1,1282.0,1390.0,418.6
Net_Income,-54.6,-81.2,-155.6,-110.5,-238.1,-79.0,9.5,1.4,-65.9,-9.1
Revenue,2539.3,2225.1,1860.1,1831.4,1771.5,1341.2,1145.4,959.9,403.3,284.6
Shares_Diluted,91.952,72.427,48.776,48.28,48.0279,48.3192,48.1907,37.4644,48.157,48.157
Total_Assets,6682.1,6117.6,5413.2,5018.9,4676.3,4622.8,2305.0,2104.4,1858.8,474.7
Total_Liabilities,4683.9,5028.6,4863.1,4327.1,3912.3,3637.2,2295.3,2108.5,2122.9,578.3
