AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,1.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,73.2,-25.3,-16.2,-2.5,-20.4,-7.7,-0.9,-1.2
Diluted_EPS,1.877,-4.451,-4.884,-5.111,-110.0,-60.0,-90.0,-90.0
Goodwill_Intangibles,,0.7,0.7,0.7,0.7,0.7,0.7,1.8
LT_Debt,25.0,0.0,0.0,0.0,18.9,0.6,0.6,0.6
Net_Income,7.1,-16.6,-12.4,-5.7,-5.1,-2.7,-3.8,-2.5
Revenue,24.7,25.8,8.6,0.5,0.7,1.9,4.0,3.6
Shares_Diluted,3.8043,3.7376,2.547,1.1218,0.0461,0.0458,0.0428,0.028
Total_Assets,1920.4,1219.9,726.4,219.9,66.5,49.7,47.3,62.9
Total_Liabilities,1896.5,1149.2,640.1,205.9,69.1,47.4,43.0,56.0
