AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.2,0.1,0.7,0.4,0.0
Cash_from_Operations,-47.2,-36.2,-27.7,-25.5,-10.1,-9.6
Diluted_EPS,-1.477,-1.436,-1.116,-0.996,-0.473,-0.401
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,13.3,9.4,9.1,0.0,0.0,0.0
Net_Income,-62.2,-37.3,-28.9,-25.8,-12.3,-10.4
Revenue,,,0.0,1.5,1.5,0.0
Shares_Diluted,42.1084,25.9694,25.9215,25.9215,25.9215,25.9215
Total_Assets,80.0,104.2,60.3,77.8,35.0,23.3
Total_Liabilities,22.6,15.0,16.1,6.8,4.2,2.2
