AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,11.5,9.1,1.0,3.2,0.4,0.6
Cash_from_Operations,-86.7,-69.1,-50.9,-36.7,-16.3,8.2
Diluted_EPS,-3.323,-2.572,-2.125,-9.378,-1.817,-2.135
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-107.5,-71.3,-56.7,-49.3,-9.6,-11.2
Revenue,3.1,18.0,13.6,7.0,14.1,5.8
Shares_Diluted,32.3512,27.7304,26.682,5.2577,5.2577,5.2577
Total_Assets,261.8,353.5,288.3,58.2,97.0,27.3
Total_Liabilities,30.5,34.4,31.9,28.2,21.6,28.4
