AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.2,,,,,,
Cash_from_Operations,-17.4,-14.3,-1.1,-0.3,0.7,-0.1,0.0
Diluted_EPS,-0.716,-0.588,-0.347,-0.612,-0.235,-0.049,-0.07
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.3,0.3,0.0,0.0,0.0
Net_Income,-18.1,-14.8,-2.8,-5.7,-2.2,-0.4,-0.6
Revenue,0.1,3.1,0.7,1.1,4.0,2.1,1.0
Shares_Diluted,25.2117,25.1552,8.2126,9.3587,9.1676,8.9197,8.9197
Total_Assets,24.9,42.5,14.8,0.0,2.8,0.3,0.2
Total_Liabilities,3.9,4.1,5.0,4.5,3.6,1.7,1.5
