AAII_YR_DATA,04/30/2022,04/30/2021,04/30/2020,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014
Capital_Expenditures,44.1,35.7,31.7,32.1,47.6,21.8,28.7,20.0,7.9
Cash_from_Operations,24.4,151.8,177.5,190.8,86.8,77.1,74.6,60.2,40.5
Diluted_EPS,-1.791,3.592,4.345,4.829,3.771,4.342,3.572,2.214,1.307
Goodwill_Intangibles,843.7,889.4,937.3,986.3,1035.1,,,,
LT_Debt,506.7,513.5,594.9,689.2,809.9,15.3,22.1,21.5,20.5
Net_Income,-29.7,61.2,73.7,83.7,63.1,71.2,58.7,35.5,20.5
Revenue,1857.2,1744.0,1650.3,1645.3,1250.3,1030.2,947.0,825.5,726.5
Shares_Diluted,16.592,17.037,16.952,17.33,16.745,16.398,16.442,16.037,16.037
Total_Assets,1632.5,1654.4,1622.8,1529.9,1645.3,501.3,466.4,398.9,330.1
Total_Liabilities,859.6,898.2,922.3,909.6,1063.7,148.8,185.6,169.1,139.5
