AAII_YR_DATA,06/30/2021,06/30/2020,06/30/2019,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012
Capital_Expenditures,,0.0,0.0,,,,,,
Cash_from_Operations,-0.6,-0.2,-0.2,-0.1,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.0,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.7,-1.3,-1.1,-0.1,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,1426.927,1426.927,1419.035,706.125,706.125,706.1109,5672.77,80.4984,74.0215
Total_Assets,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,4.8,4.2,3.6,0.2,0.0,0.0,0.0,0.0,0.0
