AAII_YR_DATA,10/31/2022,10/31/2021,10/31/2020,10/31/2016,10/31/2015,10/31/2014,10/31/2013,10/31/2012
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Diluted_EPS,-0.014,-0.013,0.0,-0.023,-0.034,-0.005,-0.003,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.1,-0.1,0.0,-0.2,-0.4,-0.1,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,10.3353,10.3353,10.3359,10.326,10.3,10.3,9.0965,8.0
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,0.2,0.0,0.0,0.3,0.2,0.0,0.0,0.0
