AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.1,1.7,3.2,3.1,2.8,3.2,4.2,2.8,3.5
Cash_from_Operations,10.5,15.5,18.5,17.2,12.6,13.9,13.5,12.2,-4.1
Diluted_EPS,1.335,0.829,1.286,1.233,1.063,0.842,0.735,,0.485
Goodwill_Intangibles,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,16.6,10.3,16.0,15.3,13.2,10.5,9.1,,6.0
Revenue,140.8,114.5,124.2,118.2,112.0,108.9,109.0,,92.0
Shares_Diluted,12.411,12.448,12.44,12.432,12.423,12.416,12.408,12.401,12.395
Total_Assets,192.5,184.0,178.5,166.4,151.0,144.0,134.8,131.5,121.7
Total_Liabilities,19.4,16.4,16.3,16.9,14.4,18.2,17.1,20.5,16.9
