AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,57.1,54.1,33.4,2.7,6.8,6.0,8.5,10.8
Cash_from_Operations,-0.9,88.8,17.8,0.4,7.4,17.6,7.6,4.4
Diluted_EPS,-0.153,0.001,-0.429,-0.077,0.01,-0.034,-0.065,-0.304
Goodwill_Intangibles,,,,,,0.0,0.2,0.5
LT_Debt,11.7,10.8,22.1,0.0,0.0,0.0,0.0,0.0
Net_Income,-54.4,0.4,-117.3,-13.0,1.7,-5.3,-9.2,-42.3
Revenue,239.3,336.1,256.0,76.6,82.2,79.8,72.5,69.7
Shares_Diluted,355.827,344.196,273.38,168.888,171.307,154.217,140.856,139.1497
Total_Assets,340.3,361.4,348.9,145.3,157.1,115.3,66.4,92.0
Total_Liabilities,226.9,217.4,219.4,51.7,52.5,15.7,15.4,16.7
