AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.1,2.0,1.4,0.1,0.3,0.9,0.4
Cash_from_Operations,36.8,41.4,24.6,18.0,12.2,11.5,5.8
Diluted_EPS,1.363,1.388,0.13,0.83,0.753,0.627,0.538
Goodwill_Intangibles,109.1,110.6,110.7,11.4,11.6,11.9,10.0
LT_Debt,56.7,56.7,56.7,0.0,0.0,0.0,0.0
Net_Income,33.2,33.7,2.4,10.3,9.3,7.5,6.3
Revenue,120.5,118.9,83.6,48.9,43.7,38.1,35.1
Shares_Diluted,24.325,24.2726,18.6714,12.4268,12.3304,11.927,11.6274
Total_Assets,2722.2,2701.3,2614.3,1142.4,1036.1,916.6,716.2
Total_Liabilities,2344.9,2353.0,2291.5,1016.1,916.5,802.7,609.6
