AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,0.3,-0.9,-0.8,-0.4,-0.3,0.0,-0.3
Diluted_EPS,-0.063,-0.028,-0.029,-0.033,-0.002,-0.015,-0.009
Goodwill_Intangibles,0.7,1.0,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-3.1,-1.2,-1.2,-1.1,-0.1,-0.5,-0.3
Revenue,12.5,8.3,3.7,5.2,1.2,0.7,0.8
Shares_Diluted,49.4887,44.1874,41.7381,33.4782,30.81,30.372,29.375
Total_Assets,3.4,2.6,1.3,0.8,0.4,0.2,0.6
Total_Liabilities,4.4,1.7,0.4,1.1,0.3,0.3,0.4
