AAII_YR_DATA,12/31/2019,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.2,,,,,,,0.0
Cash_from_Operations,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.004,-0.01,-0.003,-0.003,-0.001,-0.003,-0.006,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.2,,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,257.874,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Total_Assets,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
