AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,2.2,2.2,2.8,2.9,5.3,
Cash_from_Operations,83.5,70.9,-7.8,-37.9,8.7,27.3
Diluted_EPS,2.055,1.48,0.797,0.36,-0.03,-3.59
Goodwill_Intangibles,6.9,7.6,6.3,6.4,6.3,
LT_Debt,140.7,44.6,146.0,10.0,0.5,75.5
Net_Income,18.2,12.3,6.4,2.6,-0.2,-11.8
Revenue,70.1,53.6,41.1,32.8,23.7,20.4
Shares_Diluted,8.8535,8.3237,7.987,7.2309,6.0226,3.2905
Total_Assets,1835.5,1611.7,1147.5,708.5,584.1,532.0
Total_Liabilities,1716.7,1486.7,1045.5,616.2,516.3,474.8
