AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,5.6,3.5,4.8,0.9,0.3,0.5
Cash_from_Operations,-41.7,-19.0,9.9,7.0,-12.3,-12.2
Diluted_EPS,-2.577,-1.245,-0.543,0.175,-0.633,-0.954
Goodwill_Intangibles,126.3,88.9,,0.0,0.0,0.0
LT_Debt,0.1,0.1,1.0,19.3,24.5,17.6
Net_Income,-67.1,-31.3,-10.3,3.0,-10.2,-15.3
Revenue,137.0,94.1,62.6,51.9,22.8,13.8
Shares_Diluted,26.054,25.137,18.929,17.1309,16.049,16.049
Total_Assets,447.3,462.6,439.3,119.7,22.4,9.8
Total_Liabilities,48.2,50.8,23.6,34.6,32.5,24.1
