AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,353.0,344.0,312.0,243.0,263.0,326.0
Cash_from_Operations,1743.0,2237.0,1692.0,2002.0,2055.0,2098.0
Diluted_EPS,4.104,1.869,2.252,2.443,3.156,1.416
Goodwill_Intangibles,11319.0,9858.0,11176.0,10967.0,11063.0,
LT_Debt,8702.0,9513.0,10036.0,0.0,0.0,0.0
Net_Income,3534.0,1664.0,1982.0,2116.0,2734.0,1227.0
Revenue,20421.0,20613.0,17456.0,18608.0,18914.0,17814.0
Shares_Diluted,861.2,890.3,880.2,866.2234,866.2234,866.2234
Total_Assets,26086.0,26172.0,25093.0,22406.0,21737.0,
Total_Liabilities,18328.0,19405.0,18841.0,8304.0,7820.0,
