AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,17.8,41.4,39.7,31.9,29.0,21.3,5.8,12.6
Cash_from_Operations,41.7,110.5,341.4,6.1,79.1,-27.9,5.7,-20.3
Diluted_EPS,-1.901,-0.703,3.325,-1.16,-2.829,-1.505,-0.833,7.945
Goodwill_Intangibles,285.6,353.8,390.9,248.8,137.8,90.6,90.3,3.4
LT_Debt,561.5,839.3,743.9,593.2,428.5,371.9,332.9,0.0
Net_Income,-95.6,-31.5,155.6,-49.7,-105.4,-39.9,-16.6,111.6
Revenue,1005.8,1077.0,1976.7,1634.1,1558.1,1120.8,547.4,230.7
Shares_Diluted,50.3,44.8,46.8,42.824,37.26,26.482,19.729,14.047
Total_Assets,6742.8,6958.3,6503.8,3217.7,2835.3,2742.5,724.0,87.7
Total_Liabilities,6172.6,6598.2,6395.4,3118.2,2761.6,2592.7,594.5,33.3
