AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,16.5,8.5,4.0,3.5,4.0,2.6,2.1,6.3,1.1,0.2
Cash_from_Operations,189.3,194.0,-53.5,29.9,-4.9,-34.4,-51.9,-47.2,-11.4,-6.1
Diluted_EPS,-84.602,-2.732,-5.36,-1.376,-1.474,-1.927,-1.753,-2.913,-10.253,-8.051
Goodwill_Intangibles,2910.0,16414.5,16602.1,971.5,984.6,658.3,213.1,71.6,43.5,20.1
LT_Debt,1543.4,1235.0,1389.5,440.4,414.7,207.4,42.4,25.2,25.0,3.0
Net_Income,-13659.5,-428.8,-485.1,-98.9,-97.1,-106.8,-74.2,-58.0,-20.1,-9.8
Revenue,2406.8,2032.7,1094.0,553.3,417.9,233.3,123.2,77.4,43.5,19.9
Shares_Diluted,161.4571,156.939,90.5092,71.8445,65.8449,55.4275,42.3309,19.9173,1.9628,1.2223
Total_Assets,4345.4,17734.6,17755.3,1602.8,1528.9,824.4,303.7,229.7,91.8,27.4
Total_Liabilities,2037.6,1688.9,1871.5,588.8,515.8,265.5,72.8,51.2,38.6,8.3
