AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,27.7,25.5,14.5,17.6,50.0,42.0,29.4
Cash_from_Operations,-97.1,5.6,-45.6,28.9,68.2,37.2,33.6
Diluted_EPS,-10.622,-107.385,-59.358,-235.085,16.348,20.83,30.28
Goodwill_Intangibles,123.2,307.4,314.5,378.1,758.5,743.6,550.1
LT_Debt,244.6,596.2,452.8,0.0,417.8,420.0,181.7
Net_Income,-340.9,-165.6,-91.2,-360.3,25.6,32.7,45.9
Revenue,1847.9,2216.1,2091.3,2033.2,1992.2,1872.5,1361.4
Shares_Diluted,32.098,1.5421,1.5362,1.5327,1.5672,1.5704,1.5165
Total_Assets,670.4,853.5,876.0,933.6,1307.8,1250.6,871.9
Total_Liabilities,614.6,905.6,765.2,736.1,751.3,726.4,371.5
