AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.1,4.2,3.1,3.3,1.5,1.1,1.0
Cash_from_Operations,4.3,3.4,32.9,28.2,43.0,-9.0,-3.2,-3.6
Diluted_EPS,-54.319,-98.456,-6.583,-118.176,-0.53,-2.789,-1.426,-40.589
Goodwill_Intangibles,485.5,600.0,634.8,995.2,1338.0,1186.6,472.8,117.0
LT_Debt,434.5,433.3,582.5,602.3,616.7,523.1,162.2,49.9
Net_Income,-89.4,-159.4,-10.5,-185.7,-0.8,-2.9,-1.1,-18.0
Revenue,89.8,101.6,127.3,124.8,155.5,88.3,41.8,22.7
Shares_Diluted,1.6462,1.619,1.5925,1.5715,1.5478,1.0294,0.7491,0.4428
Total_Assets,565.9,723.2,1078.7,1097.2,1434.9,1289.8,526.4,153.6
Total_Liabilities,539.5,609.5,804.8,815.2,972.1,838.3,268.2,74.7
