AAII_YR_DATA,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014
Capital_Expenditures,,0.0,0.1,,,,
Cash_from_Operations,-0.3,-0.4,-0.2,0.0,0.0,0.0,0.0
Diluted_EPS,-0.007,-0.008,-0.012,-0.001,-0.001,-0.002,-0.003
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Net_Income,-0.6,-0.6,-0.8,-0.1,-0.1,-0.1,-0.2
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,79.0131,76.9348,65.2182,62.8922,62.7002,62.3206,60.1858
Total_Assets,0.4,0.4,0.3,0.0,0.0,0.0,0.0
Total_Liabilities,1.5,1.0,0.9,0.5,0.5,0.4,0.3
