AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.0,0.0,0.0,,
Cash_from_Operations,-10.6,-13.5,-7.3,-3.6,-0.7,-0.1
Diluted_EPS,-11.217,-16.501,-11.895,-8.524,-14.115,-0.419
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-15.3,-14.5,-9.5,-3.9,-7.4,-0.2
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,1.3617,0.8784,0.7951,0.4549,0.5237,0.5237
Total_Assets,13.1,8.8,15.9,7.9,0.7,0.2
Total_Liabilities,4.9,2.6,1.9,0.3,1.2,0.2
