AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,498.0,555.0,391.0,310.0,304.0,321.0
Cash_from_Operations,839.0,855.0,962.0,469.0,568.0,350.0
Diluted_EPS,6.168,-0.398,0.274,-0.332,-0.599,-2.172
Goodwill_Intangibles,2884.0,7202.0,3422.0,8019.0,1810.0,1762.0
LT_Debt,5815.0,7761.0,6926.0,9291.0,6397.0,6034.0
Net_Income,1458.0,-94.0,131.0,-67.0,-140.0,-508.0
Revenue,6660.0,6676.0,6390.0,6345.0,5199.0,4733.0
Shares_Diluted,236.4,236.3,229.6,202.0,233.896,233.896
Total_Assets,8678.0,10314.0,9298.0,10846.0,6742.0,6501.0
Total_Liabilities,8894.0,11824.0,10446.0,13028.0,8724.0,8252.0
