AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,
Cash_from_Operations,1.2,-3.2,-0.4,4.3,2.7,7.5,1.1,6.3,0.6,0.0
Diluted_EPS,-1.833,-2.209,-2.617,-1.365,-2.18,-1.196,-7.907,-0.948,0.133,0.133
Goodwill_Intangibles,24.0,25.8,21.2,22.5,24.5,17.8,19.5,21.2,21.7,2.2
LT_Debt,0.1,2.9,0.7,1.3,2.0,3.4,17.6,13.7,17.0,2.0
Net_Income,-13.9,-13.4,-11.3,-5.3,-5.4,-2.1,-14.2,-1.7,0.3,0.3
Revenue,102.5,78.3,55.2,57.2,56.2,54.5,60.0,58.6,37.3,37.3
Shares_Diluted,7.5764,6.0828,4.3223,3.8895,2.4815,1.7907,1.7974,1.8098,2.2739,2.2739
Total_Assets,64.8,75.1,38.7,34.5,40.1,26.1,32.8,51.9,34.0,2.4
Total_Liabilities,75.3,75.2,43.7,32.6,37.9,27.3,47.6,52.3,32.8,2.5
