AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.6,5.5,2.3,1.8,4.0,1.5,1.0
Cash_from_Operations,1.5,0.2,4.2,-0.4,0.7,3.2,2.3
Diluted_EPS,-0.432,0.643,0.282,-0.761,0.357,0.372,-1.081
Goodwill_Intangibles,9.6,13.4,13.5,13.5,9.6,9.2,9.2
LT_Debt,0.0,0.0,9.3,9.3,7.9,4.6,6.3
Net_Income,-3.8,5.5,2.1,-4.9,2.2,2.2,-6.2
Revenue,113.5,113.9,87.0,69.0,68.5,68.3,53.0
Shares_Diluted,8.748,8.63,7.307,6.497,6.241,6.038,5.699
Total_Assets,113.6,115.2,54.5,43.8,41.9,34.0,32.7
Total_Liabilities,22.8,23.0,32.8,25.2,23.0,17.9,19.4
