AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,14.7,8.5,5.3,11.1,12.8,6.7
Cash_from_Operations,36.3,37.8,-6.2,22.7,11.2,-13.4
Diluted_EPS,1.807,2.63,-2.189,0.711,-0.476,-0.833
Goodwill_Intangibles,47.8,50.4,30.7,43.9,44.6,
LT_Debt,31.0,51.7,70.8,35.7,37.5,0.0
Net_Income,28.0,46.9,-42.4,13.7,-9.2,-16.1
Revenue,317.8,313.0,173.0,190.1,204.0,150.6
Shares_Diluted,15.508,17.84,19.318,19.3177,19.3177,19.3177
Total_Assets,562.8,533.4,447.7,361.5,310.0,
Total_Liabilities,228.5,211.6,138.5,180.3,73.3,
