AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,,,,,0.0,0.0
Cash_from_Operations,0.0,0.0,0.0,0.0,0.0,0.0,-0.2
Diluted_EPS,-0.005,-0.008,-0.004,-0.004,-0.005,-0.008,-0.017
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.2,-0.3,-0.2,-0.2,-0.2,-0.3,-0.7
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,43.6671,42.8693,42.8671,42.8671,42.0271,42.0271,40.9419
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,1.2,1.0,0.7,0.5,1.2,1.0,0.6
