AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.2,0.2,0.3,0.2,0.2,0.1,0.0,0.0
Cash_from_Operations,-1.6,6.3,1.4,0.4,2.4,1.5,2.6,0.0
Diluted_EPS,-1.747,1.51,0.197,-0.047,0.605,0.158,0.171,0.177
Goodwill_Intangibles,14.5,41.2,29.0,29.4,3.2,6.4,3.7,1.5
LT_Debt,3.0,0.7,17.9,15.6,0.9,1.4,0.4,0.0
Net_Income,-18.5,14.9,1.9,-0.4,5.0,1.3,1.3,1.3
Revenue,18.9,21.4,21.3,71.6,60.2,61.3,44.0,43.0
Shares_Diluted,10.5731,9.8586,9.6083,9.4253,8.2839,8.3262,7.8125,7.6144
Total_Assets,32.0,45.7,54.0,52.7,26.5,22.9,16.8,11.6
Total_Liabilities,8.5,7.5,33.7,35.9,12.4,14.1,10.4,9.6
