AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,16.8,16.9,12.9,12.5,8.9,9.7,8.9
Cash_from_Operations,17.2,10.4,19.0,1.2,-5.6,6.7,8.1
Diluted_EPS,-0.553,-0.946,-0.07,-1.254,-2.169,-3.468,-0.749
Goodwill_Intangibles,63.3,65.1,69.0,71.0,78.5,93.0,79.1
LT_Debt,0.9,1.3,1.9,2.0,2.6,3.2,0.2
Net_Income,-13.0,-21.5,-1.5,-27.6,-46.8,-73.7,-16.1
Revenue,182.7,173.6,184.6,194.1,217.7,261.9,264.6
Shares_Diluted,23.444,22.705,22.244,21.969,21.571,21.253,21.528
Total_Assets,201.1,187.3,194.8,194.3,228.5,288.2,290.8
Total_Liabilities,217.3,199.3,192.3,196.0,206.1,224.7,159.5
