AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-31.1,-24.3,-20.6,-10.8,-10.2,-15.9,-16.4,-17.0,-12.4,-7.5
Diluted_EPS,-0.655,-0.525,-0.414,-0.386,-0.382,-0.492,-0.765,-0.876,-0.7759999999999999,-1.301
Goodwill_Intangibles,,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,39.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-38.9,-30.7,-23.6,-20.2,-15.0,-17.5,-22.4,-21.1,-17.0,-21.9
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,59.391,58.527,57.029,52.238,39.414,35.521,29.216,24.12,21.849,16.874000000000002
Total_Assets,21.3,41.8,29.6,48.5,9.0,4.2,15.8,26.4,29.7,10.7
Total_Liabilities,53.5,39.2,5.4,2.9,2.1,3.0,3.8,1.4,1.7,2.5
