AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,10.2,13.2,17.5,2.3,0.8,0.4
Cash_from_Operations,-5.9,-125.0,-67.9,-45.1,-20.0,-10.4
Diluted_EPS,-5.322,-4.933,-2.646,-1.415,-0.786,-0.383
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-221.1,-165.2,-81.4,-43.1,-22.7,-11.1
Revenue,1.1,,,,,
Shares_Diluted,41.544,33.4798,30.7483,30.4851,28.8919,28.8919
Total_Assets,513.5,298.1,408.6,261.4,4.0,1.4
Total_Liabilities,226.2,53.2,26.8,21.1,8.9,1.1
