AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017
Capital_Expenditures,0.7,1.2,0.4,0.6,0.1,0.1
Cash_from_Operations,-1.4,-0.4,-12.6,13.9,6.4,-3.3
Diluted_EPS,-0.143,-0.109,-0.077,0.134,0.148,0.087
Goodwill_Intangibles,0.2,0.2,0.1,0.1,0.1,0.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-8.6,-6.6,-4.7,7.6,9.2,5.4
Revenue,26.8,27.1,18.4,28.8,23.5,22.1
Shares_Diluted,60.3147,60.3147,60.3147,56.6651,61.9483,61.9483
Total_Assets,65.8,66.3,61.3,67.9,32.0,27.2
Total_Liabilities,28.9,20.9,9.2,11.2,5.8,6.1
