AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,0.2,0.6,0.7,0.2,1.0,1.1,1.4,0.4,2.3,0.6
Cash_from_Operations,-2.1,-4.5,-4.0,-8.2,-44.3,13.6,8.7,9.3,7.2,5.6
Diluted_EPS,-0.216,-0.162,-0.445,-0.714,5.172,0.137,-0.06,0.164,0.154,0.179
Goodwill_Intangibles,38.6,40.8,43.3,47.6,2.4,9.0,6.2,4.6,5.0,4.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-6.8,-5.1,-13.9,-18.2,118.4,3.1,-1.4,3.8,3.5,4.0
Revenue,29.3,28.7,23.0,13.9,0.2,69.5,67.0,60.4,54.9,58.0
Shares_Diluted,31.3769,31.3741,31.33,25.4579,22.8985,22.8966,22.8865,22.8176,22.7988,22.6158
Total_Assets,67.2,71.9,81.6,95.8,47.5,80.6,73.7,68.1,71.4,74.1
Total_Liabilities,47.0,45.3,53.5,53.3,8.4,28.9,18.2,11.0,12.2,12.0
