AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.2,2.7,0.1,0.0,0.1,0.1
Cash_from_Operations,-85.1,-100.1,-52.1,-24.7,-8.5,-2.4
Diluted_EPS,-2.51,-3.471,-2.044,-1.08,-0.274,-0.141
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-91.2,-125.6,-67.3,-35.3,-8.9,-4.6
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,36.3256,36.189,32.9071,32.6364,32.6364,32.6364
Total_Assets,156.3,247.7,329.7,158.3,51.8,8.0
Total_Liabilities,40.6,51.8,21.9,4.9,6.6,2.2
