AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-0.4,-0.4,-0.4,0.0,0.0,0.0,-0.1
Diluted_EPS,-0.606,-2.824,-14.105,-12.034,-15.795,-17.135,-26.613
Goodwill_Intangibles,0.1,0.1,0.1,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.1,-1.6,-1.1,-0.3,-0.3,-0.1,-0.2
Revenue,,0.0,0.0,0.0,0.1,0.1,0.0
Shares_Diluted,1.7631,0.5516,0.0807,0.0286,0.0187,0.0067,0.0065
Total_Assets,0.2,0.4,0.3,0.2,0.0,0.0,0.0
Total_Liabilities,1.5,1.2,1.2,0.9,0.4,0.3,0.2
