AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,8.9,7.2,7.0,8.6,6.8,2.8,2.1,1.4,0.8
Cash_from_Operations,74.7,106.8,141.7,130.1,80.7,56.3,59.2,23.8,20.2
Diluted_EPS,-2.117,-0.149,1.622,1.27,0.443,0.785,0.73,0.335,0.059000000000000004
Goodwill_Intangibles,141.6,147.4,91.5,97.1,84.9,49.2,53.7,,
LT_Debt,520.1,502.3,485.1,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-83.9,-5.8,63.1,47.1,16.0,28.1,25.8,6.1,1.8
Revenue,502.9,464.4,433.9,343.2,261.7,216.6,160.8,103.0,66.2
Shares_Diluted,39.6455,38.6288,38.8901,37.0657,36.1758,35.8389,35.3227,29.7047,29.5803
Total_Assets,1693.2,1562.4,1405.2,673.6,502.6,403.0,334.4,210.6,89.6
Total_Liabilities,966.7,855.1,781.0,206.8,148.6,106.8,87.8,55.5,43.8
