AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,,0.1,0.4,0.3,0.3,0.5,0.1,0.1,0.0
Cash_from_Operations,4.0,3.3,-1.9,1.5,2.8,2.2,1.1,5.5,1.4
Diluted_EPS,2.638,-5.596,-1.721,-1.868,-0.245,0.411,0.31,6.917000000000002,1.246
Goodwill_Intangibles,10.8,12.0,14.2,15.5,15.0,16.3,5.8,6.2,1.9
LT_Debt,0.0,3.0,3.6,4.4,5.3,7.7,0.6,2.1,0.0
Net_Income,4.4,-9.0,-2.7,-2.9,-0.4,0.6,0.5,10.5,1.9
Revenue,52.9,60.4,69.5,58.9,44.3,38.6,33.7,36.1,26.5
Shares_Diluted,1.655,1.603,1.568,1.542,1.513,1.541,1.527,1.52,1.53
Total_Assets,37.5,40.3,54.5,52.0,36.7,42.0,27.6,29.4,13.3
Total_Liabilities,24.5,31.9,37.3,32.6,14.6,19.9,6.4,8.7,3.3
