AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.4,3.0,0.7,,,
Cash_from_Operations,-6.4,-13.0,-56.9,-1.1,-0.7,-0.1
Diluted_EPS,-0.942,-0.784,-1.918,0.028,0.056,0.002
Goodwill_Intangibles,355.3,385.7,402.4,,,
LT_Debt,24.6,26.8,0.8,0.0,0.0,0.0
Net_Income,-53.8,-41.9,-97.6,1.8,3.9,0.1
Revenue,60.5,48.1,36.4,,,
Shares_Diluted,57.115,53.45,50.8673,63.1295,69.0,38.0245
Total_Assets,394.9,432.4,434.4,217.7,557.4,553.5
Total_Liabilities,128.0,125.7,108.8,9.8,19.5,19.4
