AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,7.4,7.0,7.2,5.3,4.6,4.7,8.9,26.7
Cash_from_Operations,11.4,-4.3,-3.3,-11.7,-13.1,-8.4,34.7,76.2
Diluted_EPS,-0.324,-1.034,-0.943,-1.519,-0.1,-2.182,-14.263,-1.139
Goodwill_Intangibles,30.1,32.1,33.4,27.6,22.4,31.7,50.9,436.1
LT_Debt,3.8,0.0,0.0,0.0,0.0,0.0,0.0,81.3
Net_Income,-8.9,-26.8,-23.2,-31.1,-2.0,-43.5,-267.4,-20.2
Revenue,212.1,155.0,155.0,129.0,113.5,126.0,172.4,209.4
Shares_Diluted,27.305,25.96,24.581,20.501,20.152,19.938,18.745,17.707
Total_Assets,140.9,94.6,95.1,83.2,101.3,101.5,149.6,777.1
Total_Liabilities,62.6,46.8,28.4,24.7,21.5,22.3,34.7,281.1
