AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,336.9,131.9,124.0,184.3,73.6,48.9,25.7
Cash_from_Operations,454.7,26.4,6.3,58.1,92.0,58.3,51.0
Diluted_EPS,1.357,0.003,-0.111,0.344,0.864,0.295,0.329
Goodwill_Intangibles,1.4,1.5,1.8,1.1,1.4,2.3,2.7
LT_Debt,241.9,240.4,236.7,154.6,34.0,0.0,0.0
Net_Income,273.5,0.6,-16.3,50.2,126.1,42.2,47.1
Revenue,813.2,420.4,288.2,388.4,442.5,347.4,264.1
Shares_Diluted,201.6,184.3,146.2,146.0,146.0,143.0,143.0
Total_Assets,2074.2,1202.5,936.8,859.6,660.0,496.2,372.1
Total_Liabilities,631.2,407.1,371.0,315.6,172.1,110.8,61.4
