AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,29.0,9.0,17.4,33.8,22.2,41.2,
Cash_from_Operations,469.2,752.9,28.8,0.7,-60.4,-102.9,
Diluted_EPS,-0.144,0.513,-0.215,-2.389,-0.119,-0.246,-0.344
Goodwill_Intangibles,124.8,61.1,13.6,14.6,14.1,9.0,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-96.0,316.4,-128.3,-1361.4,-63.0,-130.0,-182.1
Revenue,2802.6,2578.0,1692.7,1142.8,755.9,472.9,298.9
Shares_Diluted,665.732,691.651,596.264,569.904,529.3728,529.3728,529.3728
Total_Assets,3862.7,3537.2,2609.5,2393.3,1152.7,1173.0,
Total_Liabilities,581.1,498.5,367.1,369.6,281.9,254.1,
