AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.6,1.6,0.9,1.8,2.1,2.7,1.1,0.7
Cash_from_Operations,1.9,-9.4,-2.9,11.5,18.2,12.2,7.9,4.3
Diluted_EPS,-0.519,-1.165,-3.043,-5.481,0.291,0.367,0.304,3.61
Goodwill_Intangibles,4.7,7.1,12.0,34.2,66.6,72.4,25.1,15.4
LT_Debt,0.1,0.0,0.0,9.0,16.5,21.8,10.8,9.3
Net_Income,-6.8,-15.2,-38.8,-65.0,3.9,4.6,3.4,38.1
Revenue,76.6,114.0,125.6,142.1,156.7,133.2,106.3,78.4
Shares_Diluted,13.1443,13.0709,12.7562,11.8525,13.3032,12.6623,11.2119,10.616
Total_Assets,41.1,44.9,57.4,92.9,165.3,153.6,104.7,88.2
Total_Liabilities,24.8,23.8,23.9,25.7,45.7,45.4,35.5,23.4
