AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.9,0.9,0.1,0.0,0.0,0.0
Cash_from_Operations,-6.6,-11.7,-1.2,-1.1,-0.7,-0.3
Diluted_EPS,-1.726,-0.875,-0.118,-0.417,-0.122,-0.031
Goodwill_Intangibles,52.9,44.8,1.8,0.5,0.2,0.0
LT_Debt,0.1,0.1,0.3,0.5,0.6,0.5
Net_Income,-27.6,-12.5,-1.3,-4.1,-1.7,-0.4
Revenue,413.0,330.2,176.8,111.2,77.3,55.4
Shares_Diluted,16.0014,14.2691,11.4043,9.805,13.6532,13.6532
Total_Assets,80.2,104.9,35.2,2.5,3.8,2.6
Total_Liabilities,18.2,24.8,5.6,3.6,3.6,2.6
