AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,2381.5,2334.1,2020.1,1854.5,1344.2,802.2
Cash_from_Operations,3605.3,2654.7,2438.0,2348.4,1658.9,1540.6
Diluted_EPS,0.933,0.951,0.418,0.257,0.386,0.357
Goodwill_Intangibles,2365.7,2467.8,4348.6,2551.9,2605.4,368.4
LT_Debt,4694.3,5395.6,5086.8,5762.4,4680.5,1433.2
Net_Income,2016.7,2075.7,896.2,547.3,820.5,746.6
Revenue,21789.9,18513.5,15492.3,13420.2,12053.1,9433.5
Shares_Diluted,2161.712,2182.834,2144.317,2131.383,2125.565,2092.31
Total_Assets,22965.6,21856.9,18957.5,18080.1,17323.9,11818.1
Total_Liabilities,13179.8,13409.6,11856.2,11552.7,10729.7,5620.9
