AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.1,6.1,1.8,0.9,2.9,1.0,1.0,1.0
Cash_from_Operations,85.4,68.2,82.7,38.2,30.1,31.7,28.3,32.6
Diluted_EPS,1.3,1.888,1.814,1.323,1.01,0.796,0.549,0.449
Goodwill_Intangibles,63.9,65.9,67.9,65.4,67.2,50.8,52.4,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,37.4,54.4,52.3,38.0,28.6,22.5,15.9,12.0
Revenue,217.1,262.4,199.8,134.3,98.3,83.6,77.9,72.9
Shares_Diluted,28.7385,28.8333,28.8334,28.7113,28.3592,28.2375,29.0179,26.743
Total_Assets,9896.8,7765.8,6035.7,4777.9,3930.5,3302.2,2846.9,2290.5
Total_Liabilities,9139.7,7144.5,5556.3,4388.8,3578.7,2976.2,2541.5,1996.6
