AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,1.0,0.6,2.3,1.6,1.6,
Cash_from_Operations,18.0,7.2,6.4,4.2,5.6,
Diluted_EPS,1.54,0.668,0.18,0.163,0.14,0.087
Goodwill_Intangibles,25.8,26.0,,,,
LT_Debt,10.0,23.4,0.0,0.0,0.0,0.0
Net_Income,21.4,8.3,2.3,2.1,1.8,
Revenue,79.6,69.1,39.2,27.8,18.9,
Shares_Diluted,13.8727,12.4325,12.9599,12.9599,12.9599,12.9599
Total_Assets,2664.1,2057.3,1053.1,729.6,547.0,385.2
Total_Liabilities,2432.6,1841.7,973.8,649.9,489.4,348.3
