AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,,0.0,0.1,0.0,0.1,0.0,0.0,0.0
Cash_from_Operations,-29.2,-56.4,-137.1,-65.1,-52.7,-28.2,-2.3,-4.2
Diluted_EPS,-7.285,-25.648,-141.892,-222.774,-170.926,-91.1,-46.188,-0.841
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,33.2,32.7,0.0,0.0,0.0,0.0
Net_Income,-23.2,-73.3,-255.6,-73.7,-51.4,-29.1,-14.1,-4.6
Revenue,0.5,0.9,21.0,0.0,10.6,4.6,0.7,0.0
Shares_Diluted,3.186,2.859,1.8011,0.3308,0.301,0.3192,0.3046,5.482
Total_Assets,40.8,67.0,93.7,81.2,139.9,66.9,42.1,43.9
Total_Liabilities,9.3,18.4,56.2,63.6,9.6,14.6,12.5,0.8
