AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,9.4,9.8,1.4,0.6,1.3,3.5,1.1,3.3
Cash_from_Operations,-92.1,-42.6,-9.6,-12.7,-13.4,-15.8,-5.9,-13.0
Diluted_EPS,-0.882,-0.812,-1.129,-2.378,-8.436,-15.478,-11.011,-39.136
Goodwill_Intangibles,0.0,0.0,4.4,5.2,6.0,30.2,6.8,11.4
LT_Debt,13.1,4.4,2.6,2.1,0.0,0.0,0.0,0.0
Net_Income,-227.4,-200.8,-48.5,-8.4,-15.5,-17.5,-9.0,-21.0
Revenue,43.6,10.5,3.4,7.1,5.1,0.8,0.0,0.0
Shares_Diluted,257.794,247.335,42.947,3.5127,1.836,1.1308,0.8152,0.5364
Total_Assets,1203.5,1390.0,689.3,22.9,20.3,21.5,22.2,51.5
Total_Liabilities,53.9,46.6,22.1,11.3,4.7,3.3,2.9,4.5
