AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,13.3,9.7,11.3,27.3,14.5,8.3,11.4,15.3
Cash_from_Operations,38.6,-57.1,-70.5,14.2,35.4,26.9,28.0,14.0
Diluted_EPS,-1.417,3.192,-8.141,-0.143,-0.658,0.457,0.848,0.54
Goodwill_Intangibles,61.6,64.5,73.9,228.4,206.9,60.4,114.9,83.4
LT_Debt,231.4,205.1,350.6,258.9,327.0,178.6,0.3,0.7
Net_Income,-36.6,80.8,-201.7,-3.6,-12.4,8.3,15.4,9.8
Revenue,661.2,690.5,714.0,893.0,649.2,575.5,611.8,588.3
Shares_Diluted,25.7975,25.2976,25.053,24.7813,18.7755,18.1609,18.1,18.1
Total_Assets,456.5,421.0,521.4,661.0,613.4,331.6,339.5,364.3
Total_Liabilities,475.2,408.7,585.1,519.1,581.0,329.6,151.3,168.1
